id,zonaId,municipio,name,lat,lng,status,address,priority,size,confidence,coverage,quality,phone,departamento,source_url,source,categoria,NIT,temperatura,gap_nivel,accion_recomendada,source_agents
caribe_entity_082,atlantico_barranquilla,Barranquilla,Ferreeléctricos Bocas de Ceniza,11.012497,-74.793191,ACTIVO,"Calle 75 #74-75, Barranquilla",Alta,Pequeña,79,83.1,Alta,+573132530236,Atlántico,https://mock-ferromap.example/entity/082,A3,Ferreteria,971660427-5,84.5,alta,Priorizar activación comercial.,"[""A2"",""A3""]"
caribe_entity_083,atlantico_barranquilla,Barranquilla,Ferreeléctricos La 45B,11.003850,-74.827803,VALIDAR,"Carrera 45B #94-67, Barranquilla",Alta,Mediana,67,75,Media,+573177500517,Atlántico,https://mock-ferromap.example/entity/083,A1,Ferreteria,969252472-1,75.4,alta,Validar información y agendar contacto comercial.,"[""A1""]"
caribe_entity_084,atlantico_barranquilla,Barranquilla,Ferretería y Pinturas Nueva Era,10.981470,-74.780809,ACTIVO,"Calle 38 #43-18, Barranquilla",Alta,Pequeña,70,73.8,Media,+573109444948,Atlántico,https://mock-ferromap.example/entity/084,A3,Ferreteria,958922669-9,66.5,media,Fortalecer cobertura comercial.,"[""A3""]"
caribe_entity_085,atlantico_barranquilla,Barranquilla,Distribuidora Los Robles Barranquilla,10.978817,-74.841882,ACTIVO,"Carrera 34 #118-60, Barranquilla",Alta,Pequeña,77,73.7,Media,+573153645746,Atlántico,https://mock-ferromap.example/entity/085,A3,Distribuidora,947811363-4,83.6,alta,Priorizar activación comercial.,"[""A3""]"
caribe_entity_086,atlantico_barranquilla,Barranquilla,Materiales Caribe,10.975996,-74.774399,ACTIVO,"Calle 10 #39-79, Barranquilla",Alta,Grande,84,94.0,Alta,+573166577022,Atlántico,https://mock-ferromap.example/entity/086,A3,Deposito,973351021-0,55.3,media,Realizar seguimiento comercial.,"[""A2"",""A3""]"
caribe_entity_087,atlantico_barranquilla,Barranquilla,Depósito y Ferretería La Costa Barranquilla,11.009708,-74.811841,ACTIVO,"Carrera 58 #82-54, Barranquilla",Alta,Pequeña,74,78.2,Media,+573189910382,Atlántico,null,A2,Deposito,941621149-7,70.6,alta,Priorizar activación comercial.,"[""A2""]"
caribe_entity_088,atlantico_barranquilla,Barranquilla,Ferrecentro La Costa,10.998458,-74.811756,INACTIVO,"Carrera 47 #79-46, Barranquilla",Alta,Pequeña,68,73.9,Media,+573007626938,Atlántico,https://mock-ferromap.example/entity/088,A1,Ferreteria,944657894-2,38.3,baja,Validar estado operativo del establecimiento.,"[""A1""]"
caribe_entity_089,atlantico_barranquilla,Barranquilla,Depósito y Ferretería Los Ingenieros Barranquilla,10.985790,-74.813982,VALIDAR,"Carrera 38 #74B-03, Barranquilla",Alta,Mediana,48,45.2,Baja,+573151972173,Atlántico,null,A1,Deposito,979832703-1,54.5,media,Validar información del establecimiento.,"[""A1""]"
caribe_entity_090,atlantico_barranquilla,Barranquilla,Ferrecentro Del Atlántico,10.979085,-74.823632,INACTIVO,"Carrera 27 #82C-05, Barranquilla",Alta,Mediana,68,72.1,Media,+573240606010,Atlántico,https://mock-ferromap.example/entity/090,A1,Ferreteria,952191446-3,55.1,media,Verificar reactivación del establecimiento.,"[""A1"",""A3""]"
caribe_entity_091,atlantico_barranquilla,Barranquilla,Ferretería Negrete y Cía,10.985214,-74.778935,ACTIVO,"Calle 36 #46-06, Barranquilla",Alta,Mediana,77,73.7,Media,+573136018586,Atlántico,null,A3,Ferreteria,978890388-8,88.4,alta,Priorizar activación comercial.,"[""A3""]"
caribe_entity_092,atlantico_barranquilla,Barranquilla,Ferretería El Pilar,10.958711,-74.786579,ACTIVO,"Calle 31 #20B-42, Barranquilla",Alta,Mediana,76,74.3,Media,+573128397884,Atlántico,https://mock-ferromap.example/entity/092,A2,Ferreteria,968880694-8,65.5,media,Fortalecer cobertura comercial.,"[""A2""]"
caribe_entity_093,atlantico_barranquilla,Barranquilla,Distribuciones La 72 Barranquilla,10.999215,-74.801038,ACTIVO,"Calle 72 #55-19, Barranquilla",Alta,Grande,91,89.8,Alta,+573229138870,Atlántico,null,A3,Distribuidora,968857287-7,66.3,media,Realizar seguimiento comercial.,"[""A3""]"
caribe_entity_094,atlantico_barranquilla,Barranquilla,Comercializadora Las Delicias,10.994059,-74.786902,ACTIVO,"Carrera 55 #49-67, Barranquilla",Alta,Grande,69,77.6,Media,+573187113984,Atlántico,https://mock-ferromap.example/entity/094,A3,Distribuidora,948966021-1,85.7,alta,Evaluar potencial de expansión.,"[""A3""]"
caribe_entity_095,atlantico_barranquilla,Barranquilla,Distribuciones Buenos Aires Barranquilla,10.984222,-74.799926,VALIDAR,"Carrera 38 #63A-20, Barranquilla",Alta,Grande,61,65.6,Media,+573118963074,Atlántico,https://mock-ferromap.example/entity/095,A1,Distribuidora,955773042-0,83.1,alta,Validar información y agendar contacto comercial.,"[""A1""]"
caribe_entity_096,atlantico_barranquilla,Barranquilla,Materiales Santa Fe,10.994138,-74.819784,ACTIVO,"Calle 80B #42E-03, Barranquilla",Alta,Pequeña,88,93.8,Alta,+573205301225,Atlántico,null,A1,Deposito,941274558-7,45.0,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
caribe_entity_097,atlantico_barranquilla,Barranquilla,Depósito de Materiales El Ladrillo,10.991227,-74.807138,ACTIVO,"Calle 72 #43-62, Barranquilla",Alta,Grande,94,99.2,Alta,+573021185335,Atlántico,https://mock-ferromap.example/entity/097,A2,Deposito,967376255-3,80.0,alta,Priorizar activación comercial.,"[""A2"",""A3""]"
caribe_entity_098,atlantico_barranquilla,Barranquilla,Ferreeléctricos Hermanos Negrete,10.962173,-74.793669,ACTIVO,"Carrera 21 #45B-05, Barranquilla",Alta,Mediana,69,71.4,Media,+573193947024,Atlántico,https://mock-ferromap.example/entity/098,A2,Ferreteria,953271439-9,58.1,media,Fortalecer cobertura comercial.,"[""A2""]"
caribe_entity_099,atlantico_barranquilla,Barranquilla,Ferreeléctricos El Cacique,10.975058,-74.825594,VALIDAR,"Calle 83B #23-23, Barranquilla",Alta,Pequeña,38,43.9,Baja,+573126250170,Atlántico,null,A2,Ferreteria,955392746-1,85.5,alta,Validar información y agendar contacto comercial.,"[""A2""]"
caribe_entity_100,atlantico_barranquilla,Barranquilla,Ferretería Todo Obra,10.966362,-74.799966,INACTIVO,"Carrera 20 #53-09, Barranquilla",Alta,Pequeña,75,75,Media,+573044649864,Atlántico,https://mock-ferromap.example/entity/100,A2,Ferreteria,951189215-9,59.8,media,Verificar reactivación del establecimiento.,"[""A2""]"
caribe_entity_101,atlantico_barranquilla,Barranquilla,Depósito La Milagrosa,10.991258,-74.822699,ACTIVO,"Calle 80B #42B-64, Barranquilla",Alta,Mediana,99,88.1,Alta,+573007377658,Atlántico,null,A1,Deposito,954982667-6,89.9,alta,Priorizar activación comercial.,"[""A1"",""A3""]"
caribe_entity_102,atlantico_soledad,Soledad,Ferretería y Pinturas Punta Brava,10.906105,-74.799405,VALIDAR,"Calle 63 #13A-34, Soledad",Alta,Mediana,61,65.3,Media,+573023200889,Atlántico,https://mock-ferromap.example/entity/102,A2,Ferreteria,951749546-5,76.7,alta,Validar información y agendar contacto comercial.,"[""A2""]"
caribe_entity_103,atlantico_soledad,Soledad,Ferretería La Brisa,10.915518,-74.806293,ACTIVO,"Carrera 17 #73B-20, Soledad",Alta,Mediana,75,75.2,Media,+573024274216,Atlántico,https://mock-ferromap.example/entity/103,A2,Ferreteria,959268252-1,88.4,alta,Priorizar activación comercial.,"[""A2""]"
caribe_entity_104,atlantico_soledad,Soledad,Ferretería El Cemento,10.910194,-74.788068,VALIDAR,"Calle 50B #14C-46, Soledad",Alta,Pequeña,55,58.5,Baja,+573057656071,Atlántico,null,A2,Ferreteria,959670652-5,52.6,media,Validar información del establecimiento.,"[""A2""]"
caribe_entity_105,atlantico_soledad,Soledad,Materiales Arrieta y Cía,10.916534,-74.821429,INACTIVO,"Carrera 15A #84-19, Soledad",Alta,Mediana,59,51.7,Baja,+573020318371,Atlántico,null,A3,Deposito,975657592-6,62.1,media,Verificar reactivación del establecimiento.,"[""A3""]"
caribe_entity_106,atlantico_soledad,Soledad,Ferretería Hermanos Rodríguez,10.903393,-74.791267,ACTIVO,"Carrera 10A #54-76, Soledad",Alta,Pequeña,75,65.4,Media,+573050872791,Atlántico,https://mock-ferromap.example/entity/106,A3,Ferreteria,947913010-8,67.5,media,Fortalecer cobertura comercial.,"[""A3""]"
caribe_entity_107,atlantico_soledad,Soledad,Ferretería Bocas de Ceniza,10.932678,-74.764556,ACTIVO,"Calle 18 #38-11, Soledad",Alta,Pequeña,64,71.9,Media,+573195858364,Atlántico,null,A2,Ferreteria,957991369-5,28.9,baja,Mantener seguimiento.,"[""A2"",""A3""]"
caribe_entity_108,atlantico_soledad,Soledad,Distribuidora El Pelícano,10.894700,-74.785757,ACTIVO,"Calle 51A #3A-86, Soledad",Alta,Grande,71,79.7,Media,+573198138218,Atlántico,https://mock-ferromap.example/entity/108,A2,Distribuidora,950391791-0,58.0,media,Realizar seguimiento comercial.,"[""A2""]"
caribe_entity_109,atlantico_soledad,Soledad,Depósito de Materiales La Guacamaya,10.905018,-74.790158,ACTIVO,"Carrera 11A #53A-86, Soledad",Alta,Pequeña,78,75.1,Media,+573217574729,Atlántico,https://mock-ferromap.example/entity/109,A1,Deposito,975766068-5,58.2,media,Realizar seguimiento comercial.,"[""A1""]"
caribe_entity_110,atlantico_soledad,Soledad,Distribuidora Hermanos Iguarán,10.905692,-74.796087,VALIDAR,"Carrera 12B #59B-89, Soledad",Alta,Mediana,71,71.2,Media,+573059585586,Atlántico,null,A2,Distribuidora,973522473-0,92.3,alta,Validar información y agendar contacto comercial.,"[""A1"",""A2"",""A3""]"
caribe_entity_111,atlantico_soledad,Soledad,Ferretería Hermanos Cassiani,10.915740,-74.814530,ACTIVO,"Carrera 18 #78C-80, Soledad",Alta,Mediana,81,73.0,Media,+573173706891,Atlántico,https://mock-ferromap.example/entity/111,A1,Ferreteria,953519069-4,58.6,media,Fortalecer cobertura comercial.,"[""A1""]"
caribe_entity_112,atlantico_soledad,Soledad,Ferretería Don Julio,10.930875,-74.777238,ACTIVO,"Carrera 35 #30A-36, Soledad",Alta,Mediana,83,89.6,Alta,+573501234709,Atlántico,https://mock-ferromap.example/entity/112,A3,Ferreteria,951901631-4,53.2,media,Realizar seguimiento comercial.,"[""A2"",""A3""]"
caribe_entity_113,atlantico_soledad,Soledad,Ferretería La Economía,10.908619,-74.798255,ACTIVO,"Calle 61A #13G-78, Soledad",Alta,Mediana,76,83.2,Media,+573227221252,Atlántico,https://mock-ferromap.example/entity/113,A3,Ferreteria,961218049-4,65.4,media,Realizar seguimiento comercial.,"[""A3""]"
caribe_entity_114,atlantico_soledad,Soledad,Distribuidora Ferretera El Cacique,10.920668,-74.809304,ACTIVO,"Carrera 23A #76-26, Soledad",Alta,Mediana,94,87.1,Alta,+573178369450,Atlántico,https://mock-ferromap.example/entity/114,A2,Distribuidora,946821862-7,70.4,alta,Priorizar activación comercial.,"[""A2"",""A3""]"
caribe_entity_115,atlantico_soledad,Soledad,Distribuidora La Costa,10.891117,-74.816452,VALIDAR,"Diagonal 76F #4A-84, Soledad",Alta,Pequeña,63,67.3,Media,+573516651964,Atlántico,https://mock-ferromap.example/entity/115,A2,Distribuidora,944693726-6,67.6,media,Validar información del establecimiento.,"[""A1"",""A2"",""A3""]"
caribe_entity_116,atlantico_soledad,Soledad,Ferretería La 16 Soledad,10.914559,-74.805918,ACTIVO,"Carrera 16 #73A-45, Soledad",Alta,Pequeña,76,68.6,Media,+573514036084,Atlántico,null,A1,Ferreteria,961079142-4,64.3,media,Fortalecer cobertura comercial.,"[""A1""]"
caribe_entity_117,atlantico_soledad,Soledad,Ferretería y Pinturas La Roca,10.917099,-74.806710,ACTIVO,"Calle 73B #18C-06, Soledad",Alta,Pequeña,90,86.0,Alta,+573124389113,Atlántico,https://mock-ferromap.example/entity/117,A3,Ferreteria,974172233-0,58.6,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
caribe_entity_118,atlantico_soledad,Soledad,Ferretería La 59,10.922939,-74.795271,ACTIVO,"Calle 59 #26-29, Soledad",Alta,Grande,92,98.5,Alta,+573193297399,Atlántico,https://mock-ferromap.example/entity/118,A2,Ferreteria,971152972-9,76.8,alta,Priorizar activación comercial.,"[""A2"",""A3""]"
caribe_entity_119,atlantico_soledad,Soledad,Ferretería La 56D,10.930325,-74.793869,ACTIVO,"Calle 56D #44-74, Soledad",Alta,Pequeña,87,82.3,Alta,+573248883384,Atlántico,https://mock-ferromap.example/entity/119,A1,Ferreteria,942324988-1,39.3,baja,Mantener seguimiento.,"[""A1""]"
caribe_entity_120,atlantico_soledad,Soledad,Ferretería y Pinturas La Bendición,10.893927,-74.795805,INACTIVO,"Carrera 1G #58G-75, Soledad",Alta,Pequeña,43,39.7,Baja,+573513522330,Atlántico,null,A3,Ferreteria,963504957-0,56.0,media,Verificar reactivación del establecimiento.,"[""A1"",""A3""]"
caribe_entity_121,atlantico_soledad,Soledad,Ferrecentro La Primavera,10.917354,-74.810839,ACTIVO,"Carrera 19A #76D-81, Soledad",Alta,Pequeña,80,85.8,Alta,+573232411907,Atlántico,https://mock-ferromap.example/entity/121,A1,Ferreteria,944659369-6,64.9,media,Realizar seguimiento comercial.,"[""A1"",""A2"",""A3""]"
caribe_entity_122,atlantico_soledad,Soledad,Ferretería Santa Rita Soledad,10.901585,-74.789037,VALIDAR,"Carrera 7A #52A-26, Soledad",Alta,Pequeña,65,75,Media,+573203399563,Atlántico,https://mock-ferromap.example/entity/122,A3,Ferreteria,946886631-1,65.3,media,Validar información del establecimiento.,"[""A1"",""A3""]"
caribe_entity_123,atlantico_soledad,Soledad,Ferretería La 66B,10.890030,-74.806206,VALIDAR,"Calle 66B #4B-69, Soledad",Alta,Pequeña,57,71.7,Media,+573139482210,Atlántico,https://mock-ferromap.example/entity/123,A1,Ferreteria,964868059-7,79.2,alta,Validar información y agendar contacto comercial.,"[""A1"",""A2"",""A3""]"
caribe_entity_124,atlantico_soledad,Soledad,Comercializadora El Nivel,10.936254,-74.772976,ACTIVO,"Calle 27C #41A-63, Soledad",Alta,Mediana,98,100,Alta,+573230124756,Atlántico,https://mock-ferromap.example/entity/124,A3,Distribuidora,945830743-3,81.6,alta,Priorizar activación comercial.,"[""A1"",""A3""]"
caribe_entity_125,atlantico_soledad,Soledad,Ferretería y Pinturas La 12B,10.905029,-74.801065,ACTIVO,"Carrera 12B #64D-40, Soledad",Alta,Mediana,86,85.2,Alta,+573237762813,Atlántico,https://mock-ferromap.example/entity/125,A2,Ferreteria,975461215-1,65.3,media,Realizar seguimiento comercial.,"[""A2""]"
caribe_entity_126,atlantico_soledad,Soledad,Ferretería y Pinturas Hermanos Pérez,10.927188,-74.762961,ACTIVO,"Calle 17 #31-96, Soledad",Alta,Mediana,78,75.9,Media,+573043258590,Atlántico,https://mock-ferromap.example/entity/126,A2,Ferreteria,954635885-8,47.4,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
caribe_entity_127,atlantico_soledad,Soledad,Comercializadora Bocas de Ceniza,10.907726,-74.809577,ACTIVO,"Carrera 13 #74-05, Soledad",Alta,Mediana,89,97.0,Alta,+573510808122,Atlántico,https://mock-ferromap.example/entity/127,A3,Distribuidora,968264717-7,93.8,alta,Priorizar activación comercial.,"[""A3""]"
caribe_entity_128,atlantico_soledad,Soledad,Ferrecentro La 18,10.908061,-74.767944,ACTIVO,"Calle 18 #5-51, Soledad",Alta,Pequeña,99,100,Alta,+573217330073,Atlántico,https://mock-ferromap.example/entity/128,A3,Ferreteria,962064583-7,62.6,media,Realizar seguimiento comercial.,"[""A3""]"
caribe_entity_129,atlantico_soledad,Soledad,Comercializadora Hermanos Julio,10.890650,-74.789282,ACTIVO,"Diagonal 54 #2D-90, Soledad",Alta,Mediana,96,93.3,Alta,+573219024913,Atlántico,https://mock-ferromap.example/entity/129,A2,Distribuidora,958628700-1,72.6,alta,Priorizar activación comercial.,"[""A1"",""A2""]"
caribe_entity_130,atlantico_malambo,Malambo,Depósito La Costa,10.855573,-74.784436,VALIDAR,"Carrera 1C #16-46, Malambo",Media,Grande,57,54.4,Baja,+573023288765,Atlántico,null,A1,Deposito,961134800-8,42.9,media,Validar información del establecimiento.,"[""A1""]"
caribe_entity_131,atlantico_malambo,Malambo,Distribuidora El Sol,10.868220,-74.781470,ACTIVO,"Calle 25 #20B-84, Malambo",Media,Mediana,97,99.6,Alta,+573048152279,Atlántico,null,A1,Distribuidora,948861322-1,60.8,media,Realizar seguimiento comercial.,"[""A1""]"
caribe_entity_132,atlantico_malambo,Malambo,Ferrecentro El Porvenir,10.864633,-74.784853,ACTIVO,"Carrera 11 #24-14, Malambo",Media,Grande,65,71.7,Media,+573500838304,Atlántico,https://mock-ferromap.example/entity/132,A2,Ferreteria,957761049-7,87.1,alta,Realizar contacto comercial.,"[""A2"",""A3""]"
caribe_entity_133,atlantico_malambo,Malambo,Ferrecentro Caribe,10.885145,-74.766175,INACTIVO,"Carrera 38 #5-24, Malambo",Media,Mediana,66,63.0,Media,+573044330890,Atlántico,https://mock-ferromap.example/entity/133,A3,Ferreteria,966274570-7,46.7,media,Verificar reactivación del establecimiento.,"[""A2"",""A3""]"
caribe_entity_134,atlantico_malambo,Malambo,Depósito y Ferretería El Trébol,10.850892,-74.780722,ACTIVO,"Carrera 11A2 #1C-19, Malambo",Media,Mediana,80,84.3,Alta,+573022553330,Atlántico,https://mock-ferromap.example/entity/134,A2,Deposito,950426193-9,23.0,baja,Mantener seguimiento.,"[""A1"",""A2""]"
caribe_entity_135,atlantico_malambo,Malambo,Ferretería La Costa Malambo,10.871288,-74.783150,ACTIVO,"Carrera 26A #26-51, Malambo",Media,Pequeña,90,100,Alta,+573141818418,Atlántico,https://mock-ferromap.example/entity/135,A2,Ferreteria,971727196-9,48.4,media,Realizar seguimiento comercial.,"[""A2""]"
caribe_entity_136,atlantico_malambo,Malambo,Depósito de Materiales La 11 Malambo,10.845245,-74.781684,ACTIVO,"Calle 11 #6-27, Malambo",Media,Grande,86,95.8,Alta,+573507621691,Atlántico,https://mock-ferromap.example/entity/136,A2,Deposito,969300588-1,61.3,media,Realizar seguimiento comercial.,"[""A2"",""A3""]"
caribe_entity_137,atlantico_malambo,Malambo,Ferretería El Maestro,10.870351,-74.773475,ACTIVO,"Carrera 27 #13C-66, Malambo",Media,Mediana,87,83.2,Alta,+573149210817,Atlántico,null,A3,Ferreteria,944360609-3,38.7,baja,Mantener seguimiento.,"[""A3""]"
caribe_entity_138,atlantico_malambo,Malambo,Depósito y Ferretería El Constructor,10.849435,-74.793511,VALIDAR,"Calle 19 #6B-82, Malambo",Media,Mediana,62,72.2,Media,+573018601662,Atlántico,https://mock-ferromap.example/entity/138,A3,Deposito,975317966-9,39.2,baja,Validar información del establecimiento.,"[""A1"",""A3""]"
caribe_entity_139,atlantico_malambo,Malambo,Distribuidora El Puerto,10.848811,-74.787125,ACTIVO,"Calle 12 #3-06, Malambo",Media,Grande,76,71.3,Media,+573154117725,Atlántico,null,A3,Distribuidora,964014273-2,68.3,media,Fortalecer cobertura comercial.,"[""A3""]"
caribe_entity_140,atlantico_puerto_colombia,Puerto Colombia,Ferretería La 2B,10.984721,-74.961530,ACTIVO,"Calle 2B #1B-48, Puerto Colombia",Baja,Pequeña,91,99.5,Alta,+573013739587,Atlántico,https://mock-ferromap.example/entity/140,A3,Ferreteria,945128454-1,46.5,media,Realizar seguimiento comercial.,"[""A3""]"
caribe_entity_141,atlantico_puerto_colombia,Puerto Colombia,Ferreeléctricos La Costa Puerto Colombia,10.986985,-74.953910,ACTIVO,"Calle 10 #8-39, Puerto Colombia",Baja,Pequeña,91,95.3,Alta,+573048259472,Atlántico,https://mock-ferromap.example/entity/141,A1,Ferreteria,949755762-7,64.6,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
caribe_entity_142,atlantico_puerto_colombia,Puerto Colombia,Ferretería y Pinturas Las Delicias,10.994056,-74.951948,ACTIVO,"Carrera 13 #4A-88, Puerto Colombia",Baja,Grande,92,100,Alta,+573220691120,Atlántico,https://mock-ferromap.example/entity/142,A1,Ferreteria,958442801-5,60.8,media,Realizar seguimiento comercial.,"[""A1""]"
caribe_entity_143,atlantico_puerto_colombia,Puerto Colombia,Ferretería La Roca,10.984692,-74.964313,ACTIVO,"Calle 2 #5-09, Puerto Colombia",Baja,Mediana,82,91.0,Alta,+573158240770,Atlántico,https://mock-ferromap.example/entity/143,A1,Ferreteria,974367440-7,37.7,baja,Mantener seguimiento.,"[""A1"",""A3""]"
caribe_entity_144,atlantico_puerto_colombia,Puerto Colombia,Materiales El Oasis,10.985546,-74.962846,ACTIVO,"Carrera 1A1 #2-91, Puerto Colombia",Baja,Pequeña,84,83.6,Alta,+573185451206,Atlántico,null,A2,Deposito,954236838-1,21.8,baja,Mantener seguimiento.,"[""A2""]"
caribe_entity_145,atlantico_puerto_colombia,Puerto Colombia,Depósito de Materiales La 4,10.990249,-74.955491,ACTIVO,"Calle 4 #9A-89, Puerto Colombia",Baja,Grande,89,100,Alta,+573007765190,Atlántico,https://mock-ferromap.example/entity/145,A2,Deposito,945058203-7,75.6,alta,Realizar contacto comercial.,"[""A2""]"
caribe_entity_146,atlantico_sabanalarga,Sabanalarga,Ferrecentro El Sol,10.622937,-74.929033,VALIDAR,"Carrera 3 #26E-25, Sabanalarga",Media,Mediana,61,53.3,Baja,+573509342690,Atlántico,https://mock-ferromap.example/entity/146,A3,Ferreteria,942834136-1,24.5,baja,Validar información del establecimiento.,"[""A1"",""A3""]"
caribe_entity_147,atlantico_sabanalarga,Sabanalarga,Ferretería La Victoria,10.635136,-74.911260,ACTIVO,"Calle 9 #26B-60, Sabanalarga",Media,Pequeña,92,99.2,Alta,+573246016959,Atlántico,https://mock-ferromap.example/entity/147,A2,Ferreteria,948015399-8,37.4,baja,Mantener seguimiento.,"[""A2""]"
caribe_entity_148,atlantico_sabanalarga,Sabanalarga,Materiales Negrete y Cía,10.620682,-74.921480,ACTIVO,"Calle 20-1 #5-91, Sabanalarga",Media,Mediana,87,88.8,Alta,+573196045994,Atlántico,https://mock-ferromap.example/entity/148,A3,Deposito,951108630-6,66.1,media,Realizar seguimiento comercial.,"[""A3""]"
caribe_entity_149,atlantico_sabanalarga,Sabanalarga,Ferreeléctricos La Palma,10.632813,-74.912626,ACTIVO,"Calle 9 #24-36, Sabanalarga",Media,Pequeña,80,80.2,Alta,+573140957649,Atlántico,null,A2,Ferreteria,944443449-9,50.9,media,Realizar seguimiento comercial.,"[""A2""]"
caribe_entity_150,atlantico_sabanalarga,Sabanalarga,Distribuciones Hermanos Pacheco,10.638727,-74.930796,INACTIVO,"Calle 30 #24-83, Sabanalarga",Media,Grande,70,73.6,Media,+573176429600,Atlántico,https://mock-ferromap.example/entity/150,A2,Distribuidora,961518927-3,61.2,media,Verificar reactivación del establecimiento.,"[""A2""]"
caribe_entity_151,atlantico_sabanalarga,Sabanalarga,Depósito y Ferretería Arrieta y Cía,10.633165,-74.917005,ACTIVO,"Calle 15 #20-94, Sabanalarga",Media,Pequeña,87,94.4,Alta,+573173711339,Atlántico,https://mock-ferromap.example/entity/151,A1,Deposito,961186309-5,34.2,baja,Mantener seguimiento.,"[""A1"",""A3""]"
caribe_entity_152,atlantico_sabanalarga,Sabanalarga,Materiales Epieyú y Cía,10.619566,-74.920022,INACTIVO,"Calle 17 #5-67, Sabanalarga",Media,Mediana,78,75,Media,+573133857139,Atlántico,null,A1,Deposito,961240742-2,55.9,media,Verificar reactivación del establecimiento.,"[""A1"",""A2"",""A3""]"
caribe_entity_153,atlantico_sabanalarga,Sabanalarga,Ferretería y Pinturas Hermanos Bula,10.635279,-74.920871,ACTIVO,"Calle 22A #24-94, Sabanalarga",Media,Pequeña,81,87.6,Alta,+573026210172,Atlántico,null,A2,Ferreteria,940888187-1,59.9,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
caribe_entity_154,bolivar_cartagena,Cartagena,Distribuciones El Maestro,10.409429,-75.534626,ACTIVO,"Carrera 25 #26-30, Cartagena",Alta,Mediana,99,93.6,Alta,+573514001171,Bolívar,https://mock-ferromap.example/entity/154,A2,Distribuidora,961393611-2,98,alta,Priorizar activación comercial.,"[""A1"",""A2""]"
caribe_entity_155,bolivar_cartagena,Cartagena,Distribuciones La Fortaleza,10.425290,-75.538015,VALIDAR,"Carrera 17 #34-30, Cartagena",Alta,Mediana,55,54.3,Baja,+573116018689,Bolívar,null,A2,Distribuidora,950216693-9,66.6,media,Validar información del establecimiento.,"[""A2"",""A3""]"
caribe_entity_156,bolivar_cartagena,Cartagena,Ferreeléctricos El Progreso,10.414518,-75.487367,ACTIVO,"Carrera 61 #16-33, Cartagena",Alta,Grande,86,90.0,Alta,+573013919454,Bolívar,https://mock-ferromap.example/entity/156,A1,Ferreteria,968185431-7,81.8,alta,Priorizar activación comercial.,"[""A1"",""A2""]"
caribe_entity_157,bolivar_cartagena,Cartagena,Depósito de Materiales Pertuz y Cía,10.415258,-75.505766,VALIDAR,"Carrera 48 #36B-27, Cartagena",Alta,Mediana,58,63.4,Media,+573049346390,Bolívar,https://mock-ferromap.example/entity/157,A1,Deposito,945704889-0,57.1,media,Validar información del establecimiento.,"[""A1""]"
caribe_entity_158,bolivar_cartagena,Cartagena,Depósito Todo Obra,10.422542,-75.553077,ACTIVO,"Las Murallas #31A-84, Cartagena",Alta,Grande,74,80.7,Media,+573160552322,Bolívar,https://mock-ferromap.example/entity/158,A1,Deposito,949664732-5,81.3,alta,Priorizar activación comercial.,"[""A1""]"
caribe_entity_159,bolivar_cartagena,Cartagena,Ferretería Tres Hermanos,10.397424,-75.493633,INACTIVO,"Carrera 56 #30C-51, Cartagena",Alta,Pequeña,78,72.5,Media,+573119291899,Bolívar,https://mock-ferromap.example/entity/159,A2,Ferreteria,972016758-0,58.6,media,Verificar reactivación del establecimiento.,"[""A1"",""A2"",""A3""]"
caribe_entity_160,bolivar_cartagena,Cartagena,Ferretería Del Bolívar,10.408061,-75.505821,ACTIVO,"Carrera 48C #31-46, Cartagena",Alta,Pequeña,91,92.6,Alta,+573206111369,Bolívar,null,A2,Ferreteria,965573204-5,54.6,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
caribe_entity_161,bolivar_cartagena,Cartagena,Comercializadora Corralito,10.395070,-75.486652,ACTIVO,"Carrera 69 #31A-61, Cartagena",Alta,Mediana,89,88.9,Alta,+573196731719,Bolívar,https://mock-ferromap.example/entity/161,A3,Distribuidora,974847321-9,45.0,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
caribe_entity_162,bolivar_cartagena,Cartagena,Ferreeléctricos El Constructor,10.420825,-75.537518,VALIDAR,"Calle 30 #18A-05, Cartagena",Alta,Mediana,60,65.2,Media,+573168424514,Bolívar,https://mock-ferromap.example/entity/162,A2,Ferreteria,965737309-5,71.2,alta,Validar información y agendar contacto comercial.,"[""A2"",""A3""]"
caribe_entity_163,bolivar_cartagena,Cartagena,Depósito de Materiales La Escuadra,10.425751,-75.550737,ACTIVO,"Calle del Cuartel #2-68, Cartagena",Alta,Pequeña,92,96.1,Alta,+573161200126,Bolívar,https://mock-ferromap.example/entity/163,A1,Deposito,948346715-2,82.0,alta,Priorizar activación comercial.,"[""A1"",""A2"",""A3""]"
caribe_entity_164,bolivar_cartagena,Cartagena,Ferretería Mendoza y Cía,10.406874,-75.527795,INACTIVO,"Calle 29 #30-03, Cartagena",Alta,Pequeña,43,44.6,Baja,+573055937260,Bolívar,null,A2,Ferreteria,958468633-7,50.2,media,Verificar reactivación del establecimiento.,"[""A2""]"
