id,zonaId,municipio,name,lat,lng,status,address,priority,size,confidence,coverage,quality,phone,departamento,source_url,source,categoria,NIT,temperatura,gap_nivel,accion_recomendada,source_agents
choco_entity_081,choco_quibdo,Quibdó,Ferretería Industrial El Tornillo Feliz,5.700855,-76.671809,VALIDAR,"Transversal 10 #9-43, Quibdó",Alta,Pequeña,53.8,36.6,Baja,+573217175792,Chocó,null,A1,Ferreteria,900461251-4,75.6,alta,Verificar información del punto.,"[""A1""]"
choco_entity_082,choco_quibdo,Quibdó,Ferre-Eléctricos Hermanos Córdoba Quibdó,5.696284,-76.647484,ACTIVO,"Carrera 21 #7-46, Quibdó",Alta,Mediana,40.7,41.2,Baja,+573018147017,Chocó,null,A3,Ferreteria,900306152-0,65.6,media,Realizar seguimiento comercial.,"[""A3""]"
choco_entity_083,choco_quibdo,Quibdó,Ferretería Industrial La Palma Quibdó,5.693355,-76.65657,VALIDAR,"Calle 5 #5-47, Barrio Roma, Quibdó",Alta,Pequeña,79.0,76.8,Media,+573159717613,Chocó,null,A1,Ferreteria,900508213-9,91.1,alta,Verificar información del punto.,"[""A1"",""A2""]"
choco_entity_084,choco_quibdo,Quibdó,Ferretería Chocó Construye Quibdó,5.701881,-76.65702,VALIDAR,"Carrera 8 #16-54, Quibdó",Alta,Mediana,70.0,63.8,Media,+573185511590,Chocó,null,A3,Ferreteria,900104066-8,37.7,baja,Realizar validación del establecimiento.,"[""A3""]"
choco_entity_085,choco_quibdo,Quibdó,Ferretería y Pinturas El Tornillo Feliz,5.693903,-76.644418,ACTIVO,"Calle 26 #22-17, Quibdó",Alta,Pequeña,82.0,70.2,Media,+573002509696,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/085,A3,Ferreteria,901640848-2,32.9,baja,Mantener seguimiento de la cuenta.,"[""A1"",""A2"",""A3""]"
choco_entity_086,choco_quibdo,Quibdó,Ferretería y Pinturas Villa Hermosa Quibdó,5.704146,-76.66096,VALIDAR,"Calle 9 #9-7, Barrio San Vicente, Quibdó",Alta,Mediana,42.0,45.9,Baja,+573048582083,Chocó,null,A3,Ferreteria,900647036-7,37.8,baja,Realizar validación del establecimiento.,"[""A3""]"
choco_entity_087,choco_quibdo,Quibdó,Ferre-Eléctricos Perea Quibdó,5.70294,-76.660706,ACTIVO,"Carrera 4 #3-22, Quibdó",Alta,Pequeña,72.4,62.0,Media,+573501599668,Chocó,null,A3,Ferreteria,901509348-2,85.1,alta,Priorizar visita comercial.,"[""A3""]"
choco_entity_088,choco_quibdo,Quibdó,Comercializadora San Francisco,5.695892,-76.651917,ACTIVO,"Carrera 19 #10-43, Quibdó",Alta,Mediana,91.5,94.3,Alta,+573204015126,Chocó,null,A1,Distribuidora,901036529-8,48.6,media,Realizar seguimiento comercial.,"[""A1""]"
choco_entity_089,choco_quibdo,Quibdó,Ferretería El Progreso,5.696702,-76.652518,INACTIVO,"Calle 7 #1-33, Barrio Medrano, Quibdó",Alta,Mediana,31.0,37.7,Baja,+573220577193,Chocó,null,A3,Ferreteria,900870254-0,67.8,media,Verificar continuidad operativa del establecimiento.,"[""A2"",""A3""]"
choco_entity_090,choco_quibdo,Quibdó,Distribuciones San José Quibdó,5.68094,-76.671967,ACTIVO,"Calle 29 #8-3, Barrio Cristo Rey, Quibdó",Alta,Mediana,87.6,92.4,Alta,+573139059102,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/090,A1,Distribuidora,901286956-1,48.7,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
choco_entity_091,choco_quibdo,Quibdó,Distribuidora San Francisco Quibdó,5.70024,-76.66702,ACTIVO,"Carrera 2 #7-13, Quibdó",Alta,Grande,81.6,61.7,Media,+573051039515,Chocó,null,A3,Distribuidora,900315926-2,75.9,alta,Priorizar visita comercial.,"[""A2"",""A3""]"
choco_entity_092,choco_quibdo,Quibdó,Comercializadora La Selva,5.685451,-76.67161,ACTIVO,"Calle 2 #17-51, Barrio Zona Minera, Quibdó",Alta,Pequeña,70.1,72.9,Media,+573114753972,Chocó,null,A3,Distribuidora,901538349-3,47.4,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
choco_entity_093,choco_quibdo,Quibdó,Ferretería Industrial La Selva,5.706109,-76.651541,INACTIVO,"Carrera 24 #3-11, Quibdó",Alta,Pequeña,80.5,67.1,Media,+573229362238,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/093,A2,Ferreteria,900150841-5,99.2,alta,Evaluar reactivación del punto comercial.,"[""A1"",""A2""]"
choco_entity_094,choco_quibdo,Quibdó,Ferretería y Pinturas Hermanos Córdoba Quibdó,5.707971,-76.66679,ACTIVO,"Transversal 2 #7-36, Quibdó",Alta,Pequeña,67.7,65.4,Media,+573514763719,Chocó,null,A3,Ferreteria,900938239-4,31.7,baja,Mantener seguimiento de la cuenta.,"[""A3""]"
choco_entity_095,choco_quibdo,Quibdó,Ferretería Industrial Hermanos Córdoba,5.694709,-76.668624,VALIDAR,"Calle 23 #15-11, Quibdó",Alta,Pequeña,76.6,68.7,Media,+573046943137,Chocó,null,A1,Ferreteria,900317726-5,83.7,alta,Verificar información del punto.,"[""A1""]"
choco_entity_096,choco_quibdo,Quibdó,Depósito de Materiales El Cemento,5.701601,-76.64391,ACTIVO,"Avenida 29 #14-38, Barrio Cristo Rey, Quibdó",Alta,Mediana,94.0,96.5,Alta,+573015023265,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/096,A1,Deposito,901259444-8,76.1,alta,Priorizar activación comercial.,"[""A1""]"
choco_entity_097,choco_quibdo,Quibdó,Ferre-Eléctricos Asprilla Quibdó,5.68668,-76.644173,ACTIVO,"Carrera 7 #30-50, Barrio Pandeyuca, Quibdó",Alta,Pequeña,98.0,94.8,Alta,+573018454693,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/097,A2,Ferreteria,901164973-3,78.6,alta,Priorizar visita comercial.,"[""A2"",""A3""]"
choco_entity_098,choco_quibdo,Quibdó,Materiales El Cemento,5.703601,-76.65991,VALIDAR,"Carrera 23 #14-47, Quibdó",Alta,Pequeña,47.4,46.8,Baja,+573220090410,Chocó,null,A3,Deposito,900624401-3,83.7,alta,Realizar validación del establecimiento.,"[""A3""]"
choco_entity_099,choco_quibdo,Quibdó,Depósito El Manantial Quibdó,5.693833,-76.663758,VALIDAR,"Carrera 11 #30-30, Barrio Roma, Quibdó",Alta,Grande,42.6,44.7,Baja,+573508788212,Chocó,null,A2,Deposito,901332516-1,87.0,alta,Realizar validación del establecimiento.,"[""A1"",""A2""]"
choco_entity_100,choco_quibdo,Quibdó,Comercializadora Los Andes,5.6983,-76.654588,ACTIVO,"Calle 31 #23-49, Quibdó",Alta,Grande,93.7,90.3,Alta,+573511992684,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/100,A2,Distribuidora,901169794-4,43.0,media,Fortalecer cobertura comercial.,"[""A1"",""A2""]"
choco_entity_101,choco_quibdo,Quibdó,Materiales El Constructor,5.708196,-76.667536,ACTIVO,"Avenida 2 #27-21, Quibdó",Alta,Mediana,97.4,89.8,Alta,+573159647634,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/101,A2,Deposito,900286165-9,53.9,media,Realizar seguimiento comercial.,"[""A2"",""A3""]"
choco_entity_102,choco_quibdo,Quibdó,Ferretería y Pinturas Construyamos,5.704936,-76.644834,INACTIVO,"Calle 21 #26-24, Quibdó",Alta,Mediana,63.9,74.2,Media,+573000954292,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/102,A3,Ferreteria,901136180-0,70.5,alta,Evaluar reactivación del punto comercial.,"[""A3""]"
choco_entity_103,choco_quibdo,Quibdó,Depósito La Viga,5.707783,-76.659935,ACTIVO,"Avenida 21 #19-10, Quibdó",Alta,Mediana,86.4,90.0,Alta,+573155215443,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/103,A3,Deposito,901418281-7,69.5,media,Fortalecer cobertura comercial.,"[""A3""]"
choco_entity_104,choco_quibdo,Quibdó,Depósito de Materiales Lozano Quibdó,5.687997,-76.649078,ACTIVO,"Avenida 15 #2-47, Quibdó",Alta,Mediana,96.6,91.8,Alta,+573115174455,Chocó,null,A3,Deposito,901353089-8,50.6,media,Realizar seguimiento comercial.,"[""A3""]"
choco_entity_105,choco_quibdo,Quibdó,Distribuciones Los Robles,5.695738,-76.657176,VALIDAR,"Transversal 5 #14-59, Quibdó",Alta,Pequeña,64.2,72.9,Media,+573205019881,Chocó,null,A2,Distribuidora,900793819-1,75.6,alta,Realizar validación del establecimiento.,"[""A2""]"
choco_entity_106,choco_quibdo,Quibdó,Ferre-Eléctricos El Puerto,5.707531,-76.660685,ACTIVO,"Carrera 32 #1-38, Barrio San Vicente, Quibdó",Alta,Pequeña,70.0,67.8,Media,+573057336216,Chocó,null,A2,Ferreteria,900725844-6,62.6,media,Fortalecer cobertura comercial.,"[""A2""]"
choco_entity_107,choco_quibdo,Quibdó,Ferretería Industrial Mi Tierra,5.677998,-76.650887,ACTIVO,"Carrera 21 #17-34, Quibdó",Alta,Mediana,99.6,97.8,Alta,+573236983689,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/107,A1,Ferreteria,900482051-8,80.6,alta,Priorizar activación comercial.,"[""A1"",""A2"",""A3""]"
choco_entity_108,choco_quibdo,Quibdó,Ferre-Eléctricos El Chontaduro,5.697556,-76.663834,ACTIVO,"Avenida 1 #27-9, Quibdó",Alta,Mediana,99.2,92.9,Alta,+573167735542,Chocó,null,A3,Ferreteria,900892727-7,72.1,alta,Priorizar visita comercial.,"[""A1"",""A3""]"
choco_entity_109,choco_quibdo,Quibdó,Depósito La Palma Quibdó,5.694614,-76.650762,ACTIVO,"Carrera 15 #7-34, Quibdó",Alta,Pequeña,94.2,92.2,Alta,+573040388178,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/109,A3,Deposito,900773412-2,57.7,media,Fortalecer cobertura comercial.,"[""A1"",""A3""]"
choco_entity_110,choco_quibdo,Quibdó,Depósito La Roca,5.695411,-76.64629,ACTIVO,"Calle 7 #24-37, Quibdó",Alta,Pequeña,88.9,88.6,Alta,+573232613034,Chocó,null,A1,Deposito,901051361-0,76.7,alta,Priorizar visita comercial.,"[""A1"",""A2"",""A3""]"
choco_entity_111,choco_quibdo,Quibdó,Ferretería La Ceiba Quibdó,5.694148,-76.648881,ACTIVO,"Carrera 15 #26-14, Barrio Niño Jesús, Quibdó",Alta,Mediana,93.9,88.7,Alta,+573229851612,Chocó,null,A3,Ferreteria,901424673-5,61.6,media,Fortalecer cobertura comercial.,"[""A3""]"
choco_entity_112,choco_quibdo,Quibdó,Ferretería Cuesta,5.708137,-76.643725,ACTIVO,"Carrera 10 #5-20, Quibdó",Alta,Pequeña,86.1,92.2,Alta,+573243803703,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/112,A3,Ferreteria,900435934-6,95.2,alta,Priorizar activación comercial.,"[""A3""]"
choco_entity_113,choco_quibdo,Quibdó,Distribuciones Murillo,5.688648,-76.650334,ACTIVO,"Carrera 11 #25-9, Quibdó",Alta,Pequeña,88.4,96.3,Alta,+573132711671,Chocó,https://directorio-mock.ferromap.co/choco/quibdo/113,A3,Distribuidora,900990029-4,49.2,media,Fortalecer cobertura comercial.,"[""A3""]"
choco_entity_114,choco_quibdo,Quibdó,Ferre-Eléctricos El Cedro,5.677799,-76.668108,VALIDAR,"Calle 5 #26-21, Quibdó",Alta,Mediana,78.0,65.4,Media,+573025655623,Chocó,null,A1,Ferreteria,901138027-0,72.4,alta,Verificar información del punto.,"[""A1""]"
choco_entity_115,choco_istmina,Istmina,Depósito El Obrero,5.153942,-76.684868,ACTIVO,"Carrera 2 #27-40, Istmina",Alta,Pequeña,69.1,80.1,Media,+573163989233,Chocó,https://directorio-mock.ferromap.co/choco/istmina/115,A3,Deposito,901296616-5,66.2,media,Realizar seguimiento comercial.,"[""A2"",""A3""]"
choco_entity_116,choco_istmina,Istmina,Ferretería y Pinturas La Esperanza,5.159477,-76.684953,ACTIVO,"Carrera 13 #2-28, Barrio Centro, Istmina",Alta,Grande,33.8,38.2,Baja,+573224594684,Chocó,null,A1,Ferreteria,900749362-1,72.5,alta,Priorizar visita comercial.,"[""A1""]"
choco_entity_117,choco_istmina,Istmina,Distribuidora El Litoral,5.157351,-76.683551,ACTIVO,"Carrera 2 #26-2, Istmina",Alta,Grande,77.4,65.5,Media,+573180122137,Chocó,null,A3,Distribuidora,901217604-1,64.6,media,Fortalecer cobertura comercial.,"[""A1"",""A2"",""A3""]"
choco_entity_118,choco_istmina,Istmina,Distribuciones El Ladrillo,5.170036,-76.684563,ACTIVO,"Calle 2 #7-7, Istmina",Alta,Mediana,95.8,90.4,Alta,+573059495001,Chocó,https://directorio-mock.ferromap.co/choco/istmina/118,A3,Distribuidora,900409203-0,99.5,alta,Priorizar visita comercial.,"[""A2"",""A3""]"
choco_entity_119,choco_istmina,Istmina,Ferretería y Pinturas Santa Rita,5.163327,-76.679452,ACTIVO,"Calle 1 #25-10, Istmina",Alta,Mediana,83.2,62.1,Media,+573244349123,Chocó,null,A3,Ferreteria,900389230-2,65.5,media,Realizar seguimiento comercial.,"[""A2"",""A3""]"
choco_entity_120,choco_istmina,Istmina,Depósito Punta Brava Istmina,5.159446,-76.691533,ACTIVO,"Transversal 9 #9-45, Barrio San Agustín, Istmina",Alta,Mediana,61.0,61.9,Media,+573218212018,Chocó,null,A3,Deposito,901432010-6,30.4,baja,Mantener seguimiento de la cuenta.,"[""A2"",""A3""]"
choco_entity_121,choco_istmina,Istmina,Depósito de Materiales La Sagrada Familia,5.157543,-76.679061,ACTIVO,"Calle 7 #21-57, Barrio San Agustín, Istmina",Alta,Mediana,99.8,92.7,Alta,+573012055692,Chocó,https://directorio-mock.ferromap.co/choco/istmina/121,A2,Deposito,900168983-1,61.5,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
choco_entity_122,choco_istmina,Istmina,Ferretería La Fortaleza,5.151736,-76.687996,ACTIVO,"Carrera 6 #15-49, Istmina",Alta,Mediana,67.2,76.4,Media,+573500208119,Chocó,https://directorio-mock.ferromap.co/choco/istmina/122,A2,Ferreteria,900370813-2,61.2,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
choco_entity_123,choco_istmina,Istmina,Distribuidora Cuesta Istmina,5.165863,-76.680563,ACTIVO,"Carrera 12 #4-48, Barrio Cubis, Istmina",Alta,Mediana,95.4,97.6,Alta,+573509597145,Chocó,https://directorio-mock.ferromap.co/choco/istmina/123,A1,Distribuidora,901657876-3,40.5,media,Realizar seguimiento comercial.,"[""A1""]"
choco_entity_124,choco_istmina,Istmina,Ferretería La Frontera,5.160541,-76.680496,VALIDAR,"Carrera 1 #12-7, Istmina",Alta,Mediana,87.5,97.7,Alta,+573185722282,Chocó,https://directorio-mock.ferromap.co/choco/istmina/124,A3,Ferreteria,901017618-4,40.0,media,Verificar información del punto.,"[""A3""]"
choco_entity_125,choco_istmina,Istmina,Depósito La Palma,5.161384,-76.691102,ACTIVO,"Avenida 12 #22-31, Istmina",Alta,Mediana,88.6,93.0,Alta,+573006986458,Chocó,null,A2,Deposito,901841225-7,52.8,media,Fortalecer cobertura comercial.,"[""A2""]"
choco_entity_126,choco_istmina,Istmina,Depósito de Materiales La Garza,5.152174,-76.688215,INACTIVO,"Calle 1 #7-19, Istmina",Alta,Mediana,36.3,30.9,Baja,+573515388916,Chocó,null,A2,Deposito,900903002-5,57.9,media,Verificar continuidad operativa del establecimiento.,"[""A2""]"
choco_entity_127,choco_istmina,Istmina,Ferretería y Pinturas El Cedro,5.165412,-76.687823,ACTIVO,"Carrera 9 #24-12, Istmina",Alta,Pequeña,33.3,31.7,Baja,+573241894425,Chocó,null,A1,Ferreteria,900616786-1,78.5,alta,Priorizar activación comercial.,"[""A1"",""A2""]"
choco_entity_128,choco_istmina,Istmina,Ferretería y Pinturas El Chontaduro,5.155696,-76.688921,VALIDAR,"Calle 11 #18-54, Istmina",Alta,Grande,73.9,71.4,Media,+573223112394,Chocó,null,A2,Ferreteria,901698654-0,67.6,media,Verificar información del punto.,"[""A2"",""A3""]"
choco_entity_129,choco_istmina,Istmina,Ferre-Eléctricos La Esperanza,5.152346,-76.685427,ACTIVO,"Calle 11 #30-57, Barrio San Agustín, Istmina",Alta,Pequeña,94.6,90.9,Alta,+573502249744,Chocó,null,A3,Ferreteria,901738181-1,73.3,alta,Priorizar activación comercial.,"[""A2"",""A3""]"
choco_entity_130,choco_istmina,Istmina,Ferre-Eléctricos Perea,5.15422,-76.682854,ACTIVO,"Transversal 12 #28-50, Istmina",Alta,Mediana,87.4,88.5,Alta,+573159562316,Chocó,https://directorio-mock.ferromap.co/choco/istmina/130,A1,Ferreteria,901606970-1,59.2,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
choco_entity_131,choco_istmina,Istmina,Ferretería Hermanos Mosquera,5.157084,-76.695181,ACTIVO,"Calle 7 #23-29, Istmina",Alta,Pequeña,97.3,88.8,Alta,+573211902162,Chocó,https://directorio-mock.ferromap.co/choco/istmina/131,A1,Ferreteria,901605558-3,69.0,media,Realizar seguimiento comercial.,"[""A1"",""A3""]"
choco_entity_132,choco_istmina,Istmina,Depósito de Materiales Chocó Construye,5.164358,-76.686273,VALIDAR,"Transversal 5 #22-33, Barrio Pueblo Nuevo, Istmina",Alta,Mediana,97.7,97.4,Alta,+573005241311,Chocó,https://directorio-mock.ferromap.co/choco/istmina/132,A1,Deposito,900494747-7,79.9,alta,Verificar información del punto.,"[""A1"",""A3""]"
choco_entity_133,choco_istmina,Istmina,Ferretería Industrial El Litoral Istmina,5.162049,-76.687251,INACTIVO,"Calle 11 #23-47, Barrio Cubis, Istmina",Alta,Mediana,58.9,31.4,Baja,+573241665428,Chocó,null,A1,Ferreteria,901808432-6,47.3,media,Verificar continuidad operativa del establecimiento.,"[""A1""]"
choco_entity_134,choco_istmina,Istmina,Distribuciones El Martillo Istmina,5.164652,-76.680804,ACTIVO,"Calle 2 #1-18, Istmina",Alta,Mediana,69.8,76.6,Media,+573018025132,Chocó,null,A1,Distribuidora,901320531-0,86.9,alta,Priorizar activación comercial.,"[""A1""]"
choco_entity_135,choco_istmina,Istmina,Ferretería del Pacífico,5.164047,-76.683054,VALIDAR,"Carrera 1 #6-43, Barrio Centro, Istmina",Alta,Mediana,33.5,43.3,Baja,+573240085858,Chocó,null,A1,Ferreteria,901835295-8,71.5,alta,Verificar información del punto.,"[""A1""]"
choco_entity_136,choco_istmina,Istmina,Ferre-Eléctricos Río San Juan,5.1676,-76.681273,VALIDAR,"Calle 1 #19-54, Istmina",Alta,Pequeña,57.4,31.0,Baja,+573123769217,Chocó,https://directorio-mock.ferromap.co/choco/istmina/136,A2,Ferreteria,901514335-7,82.9,alta,Realizar validación del establecimiento.,"[""A2""]"
choco_entity_137,choco_istmina,Istmina,Ferre-Eléctricos Murillo,5.162902,-76.695939,VALIDAR,"Calle 2 #15-11, Istmina",Alta,Mediana,61.9,71.1,Media,+573504227078,Chocó,null,A3,Ferreteria,901059108-1,32.4,baja,Verificar información del punto.,"[""A1"",""A3""]"
choco_entity_138,choco_istmina,Istmina,Ferre-Eléctricos La Bendición Istmina,5.165273,-76.677801,VALIDAR,"Calle 1 #8-44, Istmina",Alta,Pequeña,43.0,44.0,Baja,+573164595903,Chocó,https://directorio-mock.ferromap.co/choco/istmina/138,A3,Ferreteria,900600245-7,68.8,media,Verificar información del punto.,"[""A3""]"
choco_entity_139,choco_istmina,Istmina,Ferretería Industrial Cuesta,5.158919,-76.68731,ACTIVO,"Carrera 4 #1-4, Barrio Santa Genoveva, Istmina",Alta,Pequeña,81.3,73.2,Media,+573045544403,Chocó,null,A3,Ferreteria,901463858-7,31.3,baja,Mantener seguimiento de la cuenta.,"[""A2"",""A3""]"
choco_entity_140,choco_istmina,Istmina,Ferretería Industrial La Unión,5.155562,-76.681114,VALIDAR,"Calle 2 #25-4, Barrio San Agustín, Istmina",Alta,Pequeña,44.6,44.3,Baja,+573148308129,Chocó,null,A2,Ferreteria,901436279-8,38.0,baja,Verificar información del punto.,"[""A2""]"
choco_entity_141,choco_istmina,Istmina,Ferre-Eléctricos Casa Nueva Istmina,5.170542,-76.685443,ACTIVO,"Carrera 11 #21-49, Istmina",Alta,Mediana,97.3,91.6,Alta,+573050903532,Chocó,https://directorio-mock.ferromap.co/choco/istmina/141,A1,Ferreteria,900439420-0,95.9,alta,Priorizar activación comercial.,"[""A1""]"
choco_entity_142,choco_istmina,Istmina,Depósito de Materiales La Bendición,5.163488,-76.679976,ACTIVO,"Avenida 4 #12-20, Istmina",Alta,Mediana,91.4,90.9,Alta,+573139431386,Chocó,null,A2,Deposito,900302690-3,66.5,media,Fortalecer cobertura comercial.,"[""A1"",""A2""]"
choco_entity_143,choco_istmina,Istmina,Depósito Los Robles,5.155678,-76.685276,ACTIVO,"Carrera 4 #14-60, Barrio Centro, Istmina",Alta,Pequeña,67.1,84.8,Media,+573145797945,Chocó,https://directorio-mock.ferromap.co/choco/istmina/143,A2,Deposito,901644564-4,65.8,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
choco_entity_144,choco_istmina,Istmina,Distribuidora del Pacífico,5.162059,-76.680388,ACTIVO,"Carrera 2 #24-51, Istmina",Alta,Mediana,89.5,93.5,Alta,+573210797295,Chocó,null,A1,Distribuidora,901434940-1,73.9,alta,Priorizar activación comercial.,"[""A1""]"
choco_entity_145,choco_istmina,Istmina,Distribuciones El Sol,5.160316,-76.685844,ACTIVO,"Transversal 1 #29-6, Barrio Centro, Istmina",Alta,Mediana,62.9,84.7,Media,+573107051127,Chocó,https://directorio-mock.ferromap.co/choco/istmina/145,A2,Distribuidora,901737345-8,95.5,alta,Priorizar activación comercial.,"[""A2""]"
choco_entity_146,choco_istmina,Istmina,Distribuciones La Garza,5.155091,-76.686719,ACTIVO,"Transversal 4 #20-17, Istmina",Alta,Mediana,97.5,94.0,Alta,+573221023683,Chocó,https://directorio-mock.ferromap.co/choco/istmina/146,A3,Distribuidora,900613605-1,46.7,media,Fortalecer cobertura comercial.,"[""A3""]"
choco_entity_147,choco_istmina,Istmina,Depósito Cuesta Istmina,5.165247,-76.684256,ACTIVO,"Calle 1 #14-25, Istmina",Alta,Pequeña,68.6,82.4,Media,+573513713755,Chocó,https://directorio-mock.ferromap.co/choco/istmina/147,A2,Deposito,901671898-3,64.2,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
choco_entity_148,choco_istmina,Istmina,Depósito La Nueva Istmina,5.155959,-76.689299,ACTIVO,"Carrera 10 #10-31, Istmina",Alta,Grande,60.2,75.0,Media,+573141709986,Chocó,null,A1,Deposito,901251522-8,71.4,alta,Priorizar visita comercial.,"[""A1""]"
choco_entity_149,choco_istmina,Istmina,Distribuciones Hermanos Palacios Istmina,5.163808,-76.682231,INACTIVO,"Calle 3 #4-46, Istmina",Alta,Mediana,75.7,84.2,Media,+573019123683,Chocó,https://directorio-mock.ferromap.co/choco/istmina/149,A1,Distribuidora,901188059-1,63.1,media,Verificar continuidad operativa del establecimiento.,"[""A1"",""A2"",""A3""]"
choco_entity_150,choco_condoto,Condoto,Distribuciones La Ceiba,5.098596,-76.647941,ACTIVO,"Carrera 4 #20-7, Barrio Centro, Condoto",Media,Mediana,99.6,89.8,Alta,+573518026068,Chocó,https://directorio-mock.ferromap.co/choco/condoto/150,A2,Distribuidora,901349441-2,40.2,media,Fortalecer cobertura comercial.,"[""A2""]"
choco_entity_151,choco_condoto,Condoto,Depósito de Materiales El Arquitecto Condoto,5.091424,-76.647552,ACTIVO,"Transversal 12 #12-42, Barrio El Silencio, Condoto",Media,Mediana,71.4,69.4,Media,+573055375932,Chocó,https://directorio-mock.ferromap.co/choco/condoto/151,A1,Deposito,901566599-7,81.6,alta,Priorizar activación comercial.,"[""A1"",""A2""]"
choco_entity_152,choco_condoto,Condoto,Distribuidora Mi Tierra,5.09303,-76.652586,VALIDAR,"Calle 1 #26-32, Barrio La Playita, Condoto",Media,Pequeña,65.6,67.7,Media,+573146860738,Chocó,null,A2,Distribuidora,900896927-1,54.4,media,Realizar validación del establecimiento.,"[""A2""]"
choco_entity_153,choco_condoto,Condoto,Ferretería Industrial Villa Hermosa,5.085957,-76.652439,ACTIVO,"Carrera 4 #25-40, Barrio Centro, Condoto",Media,Pequeña,64.7,79.4,Media,+573115955177,Chocó,null,A3,Ferreteria,901772277-3,78.1,alta,Priorizar visita comercial.,"[""A3""]"
choco_entity_154,choco_condoto,Condoto,Depósito El Cemento,5.092893,-76.648946,ACTIVO,"Avenida 8 #22-26, Condoto",Media,Mediana,88.0,88.8,Alta,+573020873199,Chocó,https://directorio-mock.ferromap.co/choco/condoto/154,A3,Deposito,901618814-0,57.2,media,Realizar seguimiento comercial.,"[""A3""]"
choco_entity_155,choco_condoto,Condoto,Ferretería El Constructor Condoto,5.090068,-76.653705,ACTIVO,"Calle 2 #17-35, Condoto",Media,Pequeña,61.7,74.5,Media,+573052752504,Chocó,https://directorio-mock.ferromap.co/choco/condoto/155,A1,Ferreteria,900857389-2,36.7,baja,Mantener seguimiento de la cuenta.,"[""A1"",""A2""]"
choco_entity_156,choco_condoto,Condoto,Depósito El Cemento Condoto,5.08681,-76.65523,ACTIVO,"Carrera 4 #12-30, Condoto",Media,Mediana,86.7,95.7,Alta,+573210901347,Chocó,https://directorio-mock.ferromap.co/choco/condoto/156,A2,Deposito,900109355-4,54.9,media,Fortalecer cobertura comercial.,"[""A1"",""A2"",""A3""]"
choco_entity_157,choco_condoto,Condoto,Ferretería y Pinturas del Pacífico,5.098674,-76.645633,VALIDAR,"Carrera 5 #1-57, Condoto",Media,Mediana,82.7,72.0,Media,+573177482633,Chocó,https://directorio-mock.ferromap.co/choco/condoto/157,A1,Ferreteria,901313095-1,54.2,media,Verificar información del punto.,"[""A1"",""A2""]"
choco_entity_158,choco_condoto,Condoto,Ferretería Industrial Los Hermanos,5.099157,-76.646369,ACTIVO,"Carrera 13 #18-41, Condoto",Media,Pequeña,45.2,41.8,Baja,+573023998512,Chocó,null,A2,Ferreteria,900627060-9,55.9,media,Realizar seguimiento comercial.,"[""A1"",""A2""]"
choco_entity_159,choco_condoto,Condoto,Depósito de Materiales Casa Nueva,5.088129,-76.648628,VALIDAR,"Avenida 9 #19-3, Barrio Centro, Condoto",Media,Mediana,43.3,40.6,Baja,+573057495919,Chocó,https://directorio-mock.ferromap.co/choco/condoto/159,A2,Deposito,901801100-4,55.0,media,Verificar información del punto.,"[""A2""]"
choco_entity_160,choco_condoto,Condoto,Comercializadora Nuestra Señora,5.091459,-76.647551,VALIDAR,"Calle 7 #3-42, Barrio El Silencio, Condoto",Media,Mediana,76.7,62.5,Media,+573225585599,Chocó,null,A3,Distribuidora,900442053-1,39.3,baja,Verificar información del punto.,"[""A1"",""A3""]"
choco_entity_161,choco_condoto,Condoto,Ferretería La Sagrada Familia,5.088721,-76.650211,ACTIVO,"Calle 7 #13-16, Condoto",Media,Mediana,82.1,67.0,Media,+573128258815,Chocó,null,A3,Ferreteria,901636511-0,70.2,alta,Priorizar activación comercial.,"[""A1"",""A3""]"
choco_entity_162,choco_condoto,Condoto,Ferre-Eléctricos La Victoria Condoto,5.093578,-76.648151,VALIDAR,"Transversal 14 #7-52, Barrio La Playita, Condoto",Media,Grande,72.1,75.4,Media,+573202871040,Chocó,null,A2,Ferreteria,901469985-1,48.7,media,Realizar validación del establecimiento.,"[""A2""]"
